p (mbar),T (degC),Tdew (degC),rh (%),max. wv (m/s),SWDR (W/m�)
992.86,32.92,12.26,28.49,3.27,782.62
992.84,33.2,12.08,27.72,2.14,776.05
992.78,33.26,12.17,27.79,2.93,764.5
992.72,33.11,12.06,27.82,2.91,748.74
992.72,33.36,12.1,27.51,2.17,731.27
992.61,33.76,12.12,26.93,3.57,718.27
992.47,33.72,11.92,26.65,2.21,704.31
992.32,33.63,11.79,26.55,2.31,682.57
992.2,34.19,11.89,25.9,3.59,657.9
992.14,33.87,11.82,26.25,5.21,627.91
992.13,34.03,11.77,25.93,2.99,605.52
992.11,34.24,11.72,25.55,2.72,595.8
992.09,34.8,11.48,24.38,1.61,572.32
992.06,34.59,11.51,24.7,2.99,544.88
992.04,34.2,11.29,24.88,4.2,543.35
991.99,34.57,11.33,24.44,1.49,528.0
991.86,34.54,11.49,24.74,4.23,495.33
991.8,34.11,11.29,25.01,2.99,457.99
991.79,33.9,11.31,25.33,4.34,422.45
991.73,33.82,11.52,25.81,4.27,391.95
991.65,33.69,11.36,25.72,4.59,284.66
991.59,33.73,11.56,26.0,3.33,279.24
991.62,33.61,11.45,25.98,3.33,151.58
991.69,33.66,11.66,26.28,1.32,256.25
991.73,34.13,11.83,25.89,1.39,239.32
991.71,34.42,11.19,24.41,1.13,220.68
991.7,34.58,11.78,25.17,2.61,201.0
991.65,34.03,11.66,25.74,3.2,164.79
991.61,33.55,11.59,26.32,2.9,116.28
991.59,33.16,11.34,26.46,3.41,84.79
991.59,32.75,11.4,27.18,2.42,45.75
991.63,32.44,11.55,27.93,1.73,38.77
991.64,32.16,11.52,28.32,1.25,28.02
991.63,32.1,11.59,28.55,1.48,20.07
991.69,32.09,11.68,28.73,1.3,14.86
991.72,31.69,11.8,29.63,0.65,7.83
991.8,31.07,12.36,31.83,1.81,3.92
991.86,30.33,12.78,34.13,0.78,0.0
991.91,29.91,12.56,34.48,0.51,0.0
991.95,29.72,12.57,34.88,0.65,0.0
992.02,29.34,13.29,37.36,1.26,0.0
992.07,28.61,13.75,40.17,0.77,0.0
992.15,28.31,13.88,41.2,0.99,0.0
992.18,27.96,14.06,42.56,0.71,0.0
992.19,27.8,13.87,42.43,1.02,0.0
992.15,27.27,13.91,43.88,1.01,0.0
992.13,26.82,13.88,44.97,0.89,0.0
992.08,26.52,13.92,45.89,0.61,0.0
992.04,26.3,13.41,44.96,1.76,0.0
992.0,26.41,12.7,42.64,1.59,0.0
992.01,26.42,12.46,41.95,1.95,0.0
991.97,26.25,12.48,42.42,2.71,0.0
991.98,26.13,12.48,42.72,2.17,0.0
991.99,25.91,12.46,43.24,1.5,0.0
992.03,25.38,12.54,44.85,1.93,0.0
992.02,24.76,12.75,47.16,2.42,0.0
992.05,24.33,13.41,50.54,1.68,0.0
992.03,24.23,13.44,50.94,1.16,0.0
992.07,24.22,13.31,50.55,1.09,0.0
992.08,24.01,13.16,50.67,1.4,0.0
992.11,23.73,13.23,51.78,1.09,0.0
992.14,23.3,13.3,53.37,1.57,0.0
992.07,22.97,13.04,53.55,1.68,0.0
992.12,22.77,13.23,54.85,1.39,0.0
992.17,22.53,13.36,56.13,1.24,0.0
992.15,22.36,13.32,56.59,0.83,0.0
992.15,22.37,13.32,56.54,0.65,0.0
992.15,22.09,13.17,56.95,0.86,0.0
992.15,22.06,12.85,55.89,1.21,0.0
992.15,21.74,12.87,57.06,1.16,0.0
992.11,21.69,12.96,57.55,0.64,0.0
992.11,21.54,13.0,58.24,0.96,0.0
992.13,21.18,13.42,61.2,0.86,0.0
992.12,20.99,13.46,62.08,0.39,0.0
992.11,20.93,13.46,62.31,0.59,0.0
992.14,20.79,13.15,61.6,0.96,0.0
992.22,20.56,13.1,62.28,2.01,0.0
992.23,20.17,13.27,64.49,1.3,0.0
992.27,20.06,13.45,65.7,0.59,0.0
992.29,20.03,13.22,64.83,0.82,0.0
992.28,19.96,13.05,64.41,1.62,0.0
992.26,20.0,12.96,63.89,1.62,0.0
992.24,20.02,13.17,64.69,1.21,0.0
992.21,19.93,13.07,64.6,0.85,0.0
992.21,19.57,13.04,65.95,1.33,0.0
992.22,19.23,13.26,68.34,1.07,0.0
992.25,19.14,13.36,69.18,0.95,0.0
992.2,19.03,13.49,70.23,1.38,0.0
992.22,18.84,13.54,71.32,0.72,0.0
992.24,18.45,13.26,71.73,1.27,0.0
992.27,18.35,13.3,72.37,1.22,0.0
992.31,18.47,13.48,72.68,1.07,0.0
992.32,18.33,13.59,73.86,1.28,2.21
992.36,18.2,13.65,74.75,0.81,6.14
992.36,18.28,13.5,73.64,2.24,12.54
992.35,18.55,13.48,72.32,1.59,19.49
992.34,18.79,13.49,71.28,1.01,33.53
992.37,19.09,13.56,70.27,0.63,45.87
992.44,19.04,13.5,70.24,0.73,54.01
992.53,18.57,12.99,69.98,0.83,49.39
992.59,18.58,13.13,70.55,0.57,86.48
992.61,19.12,13.67,70.66,1.08,140.28
992.59,19.58,13.69,68.76,1.22,164.1
992.55,20.01,13.77,67.31,0.85,188.34
992.62,20.56,13.82,65.25,1.44,216.3
992.65,20.27,13.78,66.25,1.8,245.6
992.63,21.0,13.78,63.37,1.37,269.21
992.65,21.27,13.75,62.21,1.62,294.99
992.65,21.59,13.79,61.15,1.57,311.11
992.69,21.93,13.98,60.64,1.31,345.18
992.66,22.27,13.65,58.13,1.68,370.53
992.66,22.58,13.94,58.14,1.44,401.74
992.61,22.91,14.05,57.37,1.71,422.66
992.59,23.54,13.96,54.93,1.41,419.66
992.53,24.29,14.17,53.24,1.44,463.76
992.47,25.48,14.36,50.2,1.64,495.34
992.43,26.34,14.35,47.69,1.6,516.41
992.34,26.28,14.52,48.36,2.21,540.73
992.31,26.35,14.0,46.58,2.14,566.96
992.31,26.75,14.17,45.99,2.74,571.13
992.31,27.2,13.93,44.12,2.65,599.1
992.18,27.76,14.1,43.15,2.39,622.81
992.09,28.36,14.01,41.43,2.68,646.56
992.04,28.82,13.59,39.26,2.64,649.24
991.97,29.18,14.03,39.56,2.85,663.81
991.89,29.86,13.76,37.38,2.8,682.9
991.84,30.31,14.16,37.39,3.11,701.19
991.79,30.6,14.46,37.5,2.86,708.82
991.7,30.91,14.53,37.01,2.95,713.52
991.59,31.23,14.4,36.05,2.26,720.32
991.48,31.87,14.39,34.73,3.32,730.42
991.36,32.07,14.2,33.93,3.85,745.19
991.22,32.57,13.95,32.45,4.22,759.64
991.11,32.51,13.82,32.29,3.49,770.36
990.99,32.81,13.19,30.48,4.19,775.54
990.86,32.85,13.21,30.44,4.81,792.62
990.79,32.67,13.05,30.44,5.52,805.47
990.72,32.75,12.64,29.5,4.89,819.44
990.66,32.78,13.09,30.32,4.1,820.76
990.58,33.1,12.59,28.82,3.99,825.13
990.53,33.04,12.67,29.07,4.61,813.11
990.51,33.08,12.54,28.76,5.9,818.72
990.41,33.2,12.75,28.96,4.66,799.8
990.4,33.26,12.73,28.83,6.09,787.65
990.34,33.48,12.87,28.74,5.17,777.14
990.29,33.6,12.67,28.18,4.15,741.14
990.21,33.53,12.13,27.3,4.7,738.08
990.14,33.62,11.78,26.55,2.58,708.96
990.0,34.12,12.16,26.47,5.67,476.22
989.92,33.51,12.18,27.42,5.62,667.87
989.8,33.65,12.25,27.34,6.7,654.25
989.71,33.71,12.05,26.89,6.13,647.17
989.64,33.67,12.12,27.07,4.31,438.79
989.55,33.55,11.89,26.85,4.32,531.55
989.43,33.58,12.12,27.2,6.07,577.34
989.38,33.54,11.92,26.91,5.66,577.71
989.37,33.71,11.92,26.66,4.86,514.57
989.34,33.8,11.62,26.01,4.76,517.71
989.29,34.18,11.55,25.34,3.82,525.33
989.23,34.16,11.45,25.21,4.79,445.67
989.12,33.72,11.83,26.48,4.67,259.28
989.05,33.39,11.76,26.85,5.98,157.74
988.99,33.19,11.75,27.14,3.17,142.63
989.0,33.12,11.84,27.41,3.47,138.49
988.94,33.09,11.81,27.39,2.26,131.16
988.86,33.02,11.93,27.72,2.55,115.63
988.83,32.95,11.77,27.54,3.51,97.62
988.84,32.77,11.99,28.22,3.3,81.29
988.82,32.66,11.95,28.33,3.63,83.13
988.77,32.54,12.34,29.26,1.71,78.84
988.75,32.37,12.46,29.78,2.25,66.16
988.72,32.19,12.58,30.32,2.42,55.03
988.74,32.13,12.43,30.13,2.31,42.13
988.75,32.0,11.82,29.15,2.43,35.49
988.91,31.73,12.11,30.16,4.0,24.38
989.04,30.98,13.07,33.54,4.22,12.62
989.09,30.71,12.77,33.38,3.78,8.67
989.16,30.91,12.67,32.8,4.6,5.4
989.27,30.49,12.91,34.11,4.15,2.68
989.36,29.97,13.01,35.38,6.23,0.0
989.46,29.23,13.52,38.18,9.43,0.0
989.42,28.34,13.51,40.15,8.3,0.0
989.51,28.91,12.77,37.01,6.97,0.0
989.64,28.6,12.86,37.91,9.73,0.0
989.64,27.85,13.31,40.78,12.94,0.0
989.89,27.61,13.47,41.8,10.01,0.0
990.27,27.35,13.73,43.15,6.94,0.0
990.52,27.22,13.93,44.06,6.23,0.0
990.57,25.85,14.62,49.94,6.97,0.0
990.58,25.38,14.1,49.64,5.82,0.0
990.54,25.47,14.77,51.57,4.21,0.0
990.56,24.57,16.14,59.43,6.97,0.0
990.61,22.7,16.85,69.57,6.62,0.0
990.74,22.35,16.53,69.65,6.31,0.0
990.66,23.02,15.55,62.81,5.8,0.0
990.62,25.14,14.25,50.86,7.72,0.27
990.8,23.78,17.2,66.63,6.0,0.0
990.88,22.26,17.78,75.76,1.28,0.0
990.86,22.0,17.78,76.99,1.8,0.0
990.77,21.77,17.28,75.63,2.62,0.0
990.63,21.51,16.92,75.13,3.43,0.0
990.4,22.4,15.66,65.65,3.8,0.0
990.38,22.2,16.96,72.22,3.88,0.0
990.22,21.35,17.56,79.01,4.27,0.0
990.11,20.7,17.88,83.9,2.62,0.0
990.12,20.7,17.46,81.7,2.48,0.16
990.0,20.83,17.97,83.7,4.78,0.43
989.92,20.78,17.63,82.2,4.49,0.58
989.83,20.97,17.64,81.3,2.34,0.5
990.09,20.92,17.79,82.3,5.06,0.39
990.47,20.97,17.32,79.65,3.19,0.61
990.61,21.65,17.76,78.55,2.08,0.51
990.3,21.95,16.3,70.32,4.01,0.38
990.2,22.59,15.92,66.0,2.43,0.37
990.35,22.71,15.51,63.83,8.1,0.0
990.36,23.18,15.19,60.76,9.91,0.0
990.18,23.1,15.43,62.0,11.32,0.0
990.24,22.53,15.63,65.04,10.94,0.0
990.53,21.88,15.97,69.12,7.18,0.0
990.71,20.73,16.54,76.92,4.68,0.0
990.67,20.72,16.46,76.61,5.85,0.0
990.54,19.77,16.95,83.8,6.36,0.0
990.28,19.33,16.67,84.6,7.07,0.0
989.91,19.51,16.94,85.1,5.11,0.0
989.81,19.22,17.42,89.3,2.91,0.0
989.97,19.33,17.84,91.1,4.09,0.0
989.88,18.85,18.07,95.2,2.18,0.0
989.71,18.71,18.08,96.1,2.06,0.0
989.99,18.89,17.99,94.5,2.71,0.0
990.25,18.89,18.12,95.3,2.91,0.0
990.27,18.92,17.98,94.3,3.68,0.0
990.22,19.32,17.83,91.1,3.64,0.0
990.13,19.64,17.6,88.0,3.98,0.0
990.14,19.6,17.65,88.5,3.32,0.0
990.13,19.57,17.53,88.0,3.43,0.0
990.15,19.79,17.34,85.8,3.25,0.72
990.15,19.92,17.25,84.6,2.82,2.0
990.18,19.36,17.61,89.6,3.69,3.59
990.18,19.29,17.41,88.9,1.39,5.5
990.22,19.5,17.59,88.7,0.8,8.02
990.32,19.45,17.61,89.1,1.64,12.72
990.49,19.38,17.56,89.2,3.66,17.55
990.59,19.55,17.63,88.7,1.4,28.5
990.77,19.37,18.26,93.3,1.86,29.74
990.77,19.09,18.35,95.5,1.76,39.52
990.8,19.14,18.29,94.8,1.77,55.25
990.84,19.25,18.26,94.0,1.43,56.15
990.86,19.53,18.18,91.9,1.24,65.82
990.79,19.95,17.76,87.2,1.25,88.04
990.91,20.46,17.49,83.1,1.2,92.99
990.92,20.67,18.11,85.3,1.25,84.65
990.96,20.31,18.91,91.7,2.34,70.52
991.02,20.01,18.86,93.1,1.93,136.25
991.02,19.99,18.94,93.7,2.22,84.44
991.23,19.87,18.88,94.0,1.71,79.2
991.49,20.53,18.29,87.0,1.93,108.36
991.57,21.3,18.41,83.6,1.49,133.25
991.66,21.55,18.69,83.8,1.22,145.15
991.64,21.64,18.45,82.1,2.1,134.53
991.67,21.79,18.09,79.54,2.22,118.08
991.69,21.92,17.74,77.18,2.72,115.37
991.69,21.86,17.31,75.4,3.4,78.04
991.77,21.75,17.42,76.41,1.96,59.23
991.87,21.78,17.54,76.88,2.5,61.81
992.04,21.7,17.67,77.87,2.25,75.19
992.16,21.58,17.78,78.98,4.35,93.48
992.2,21.18,18.31,83.7,3.86,110.89
992.3,20.93,18.78,87.5,3.16,113.17
992.26,20.54,18.77,89.6,4.22,105.04
992.16,20.24,18.69,90.8,3.11,108.66
992.1,20.43,18.43,88.3,3.88,115.66
992.03,20.54,18.59,88.6,4.19,139.55
991.95,20.49,18.95,90.9,3.51,156.74
991.98,20.5,19.38,93.3,1.61,147.77
991.97,20.71,19.55,93.1,1.68,127.85
991.99,20.64,19.35,92.3,1.8,121.3
991.87,20.67,19.41,92.5,1.28,126.28
991.84,20.77,19.21,90.8,1.38,135.91
991.77,20.88,19.53,92.0,1.17,146.53
991.74,21.12,19.24,89.0,1.78,209.52
991.76,21.48,19.3,87.4,2.44,276.72
991.78,21.93,19.08,83.9,1.87,374.86
991.8,22.37,19.01,81.3,1.9,373.48
991.83,22.9,18.96,78.47,2.51,497.6
991.88,23.51,18.84,75.09,2.08,379.45
991.87,23.64,18.59,73.34,3.43,339.16
991.8,23.53,18.54,73.61,3.35,283.31
991.82,23.44,18.72,74.84,3.13,208.37
991.79,23.32,18.57,74.66,4.34,209.81
991.7,23.25,18.66,75.43,3.98,207.93
991.57,23.28,18.68,75.4,4.23,207.95
991.42,23.35,18.85,75.85,3.75,195.4
991.32,23.43,18.94,75.92,3.62,198.8
991.18,23.54,19.12,76.27,3.09,185.05
991.02,23.73,19.02,74.96,4.4,156.69
990.96,23.77,19.35,76.31,3.6,155.34
990.78,23.85,19.57,77.01,2.84,160.62
990.68,23.96,19.71,77.13,2.94,183.37
990.7,24.16,19.67,76.03,4.03,211.23
990.6,24.21,19.33,74.21,4.2,213.21
990.55,24.32,19.25,73.39,3.83,220.92
990.42,24.31,19.22,73.29,3.55,256.88
990.29,24.54,18.91,70.9,4.29,226.41
990.22,24.8,18.59,68.43,4.04,198.15
990.17,24.94,18.88,69.1,3.09,205.35
990.18,24.89,18.74,68.69,3.1,200.8
990.18,24.96,18.62,67.89,2.58,200.47
990.13,24.93,18.41,67.12,3.09,198.12
990.09,24.85,18.53,67.98,2.91,174.82
989.97,24.81,18.46,67.84,3.18,172.57
989.94,24.82,18.5,67.96,3.97,234.5
989.93,24.86,18.32,67.03,4.79,180.33
989.91,24.79,18.29,67.18,4.65,143.16
989.91,24.78,17.93,65.72,4.11,103.87
989.9,24.74,18.08,66.49,3.09,78.38
989.94,24.7,18.17,67.05,2.73,75.8
989.91,24.55,18.11,67.41,3.49,68.36
989.92,24.47,18.03,67.39,3.44,55.8
989.97,24.42,17.86,66.85,3.33,47.0
990.0,24.37,17.71,66.43,2.63,38.99
990.1,24.32,17.52,65.82,2.71,31.23
990.16,24.25,17.42,65.71,2.83,23.57
990.21,24.17,17.43,66.06,2.44,15.19
990.27,24.08,17.55,66.91,1.81,8.67
990.33,23.96,17.59,67.57,1.25,3.65
990.37,23.9,17.53,67.57,1.36,0.25
990.44,23.81,17.64,68.38,1.54,0.0
990.44,23.88,17.6,67.95,2.02,0.0
990.48,23.86,17.62,68.1,1.82,0.0
990.55,23.58,17.83,70.16,0.86,0.0
990.68,23.11,17.76,71.87,1.02,0.0
990.68,23.12,17.7,71.56,0.67,0.0
990.63,23.29,17.58,70.29,2.28,0.0
990.72,23.22,17.69,71.11,2.02,0.0
990.79,22.92,17.76,72.73,1.53,0.0
990.84,22.58,17.81,74.45,2.27,0.0
990.95,22.36,17.89,75.84,1.33,0.0
991.05,22.07,18.07,78.08,2.09,0.0
991.26,21.68,18.02,79.68,1.83,0.0
991.38,21.85,17.97,78.64,2.59,0.0
991.49,21.82,18.1,79.43,1.95,0.0
991.56,21.59,18.13,80.7,1.39,0.0
991.52,21.28,18.04,81.8,0.97,0.0
991.54,21.37,17.98,81.0,1.52,0.0
991.59,21.47,17.83,79.78,1.68,0.0
991.56,21.38,18.0,81.1,0.73,0.0
991.53,21.21,18.07,82.3,1.11,0.0
991.52,21.01,18.24,84.2,0.96,0.0
991.5,20.87,18.27,85.1,0.98,0.0
991.54,20.63,18.15,85.7,0.98,0.0
991.53,20.78,18.11,84.7,1.3,0.0
991.53,20.73,18.19,85.4,1.17,0.0
991.54,20.64,18.33,86.6,0.89,0.0
991.62,20.49,18.36,87.6,1.24,0.0
991.59,20.36,18.29,87.9,0.7,0.0
991.64,20.47,18.31,87.4,0.39,0.0
991.71,20.37,18.24,87.6,0.73,0.0
991.73,20.24,18.21,88.1,0.76,0.0
991.69,20.24,18.21,88.1,0.95,0.0
991.65,20.26,18.15,87.7,0.64,0.0
991.61,20.36,18.11,86.9,0.38,0.0
991.63,20.36,17.92,85.9,0.76,0.0
991.67,20.26,18.03,87.0,0.73,0.0
991.76,19.99,18.16,89.2,2.2,0.0
991.85,20.1,18.01,87.8,2.19,0.0
991.9,19.98,18.2,89.5,0.95,0.0
991.84,19.8,18.13,90.1,0.92,0.0
991.74,19.86,18.19,90.1,1.52,0.0
991.72,19.82,18.26,90.7,0.73,0.0
991.72,19.7,18.17,90.9,0.79,0.0
991.67,19.73,18.1,90.3,0.57,0.0
991.65,19.75,18.12,90.3,0.6,0.0
991.64,19.68,17.94,89.7,0.98,0.0
991.73,19.69,17.95,89.7,1.19,0.0
991.73,19.65,17.77,88.9,1.75,0.0
991.73,19.6,17.99,90.4,0.94,0.0
991.73,19.46,18.04,91.5,1.24,0.0
991.84,19.54,18.05,91.1,0.59,0.0
991.83,19.49,17.95,90.8,1.6,0.0
991.77,19.28,17.7,90.6,2.64,0.0
991.8,19.24,17.72,90.9,1.19,0.99
991.68,19.31,17.75,90.7,2.76,3.99
991.64,19.27,17.62,90.2,3.41,10.2
991.68,19.28,17.74,90.8,2.5,16.24
991.75,19.09,17.6,91.1,2.81,20.55
991.86,19.28,17.98,92.2,1.87,34.33
991.9,19.21,18.1,93.3,3.24,38.35
991.86,19.19,18.17,93.8,2.34,46.44
991.83,19.79,18.07,89.8,1.29,111.99
991.81,20.57,18.35,87.1,1.18,111.45
991.81,20.27,18.2,87.9,1.3,76.8
991.88,19.83,18.07,89.6,1.46,84.83
992.01,20.06,18.03,88.1,1.35,132.01
992.1,20.55,18.11,85.9,1.94,106.68
992.15,20.16,18.41,89.7,1.58,157.67
992.1,20.4,18.35,88.0,1.78,289.54
992.12,21.11,17.92,82.0,1.45,359.89
992.23,21.99,17.69,76.6,1.9,363.22
992.3,22.57,17.94,75.13,1.69,223.91
992.28,22.2,17.76,75.97,1.79,214.25
992.31,22.55,17.52,73.25,1.57,244.45
992.37,23.0,17.35,70.5,1.9,305.74
992.36,23.38,17.1,67.84,2.51,256.57
992.39,23.55,17.24,67.72,2.31,230.3
992.37,23.71,17.68,68.96,1.47,244.08
992.36,23.45,17.9,71.05,1.41,276.33
992.36,23.85,17.85,69.15,1.07,314.92
992.38,24.49,17.55,65.28,1.07,446.84
992.41,25.52,17.65,61.81,1.85,625.82
992.45,25.74,17.27,59.55,1.42,627.62
992.45,26.49,16.97,55.91,2.67,687.27
992.43,26.59,17.2,56.39,2.13,671.19
992.39,27.03,17.13,54.7,2.55,663.84
992.41,27.15,17.09,54.17,2.59,679.27
992.41,27.32,17.1,53.67,1.79,696.19
992.33,28.11,16.71,50.02,3.16,709.5
992.25,28.56,16.17,47.07,3.63,718.93
992.24,29.05,16.18,45.8,4.09,713.87
992.16,28.99,15.37,43.63,6.2,743.72
992.12,28.95,14.93,42.51,5.82,748.29
992.09,29.27,14.93,41.72,6.19,776.32
992.05,29.68,14.49,39.62,7.26,748.77
992.0,29.66,13.97,38.35,5.33,790.34
991.92,30.08,13.17,35.53,7.67,793.23
991.81,30.17,12.84,34.6,6.54,796.65
991.64,30.45,12.73,33.79,6.3,798.49
991.53,30.49,12.74,33.74,6.86,797.83
991.49,30.51,12.56,33.31,5.98,799.98
991.38,30.67,12.25,32.34,5.51,794.05
991.35,30.93,12.12,31.59,5.95,792.6
991.3,30.98,12.36,32.01,4.83,796.22
991.15,31.23,12.13,31.07,5.73,793.41
991.09,31.24,12.44,31.69,5.36,803.86
990.92,31.15,12.57,32.13,4.34,790.21
990.81,31.42,12.68,31.87,5.22,818.69
991.1,31.1,14.71,37.05,8.67,705.79
991.42,28.72,15.97,46.06,10.11,483.04
991.3,28.18,16.35,48.67,7.9,761.11
991.42,28.29,16.54,48.95,8.41,600.62
991.45,27.6,16.26,50.06,8.19,610.51
991.34,27.62,16.2,49.82,6.89,653.1
991.29,27.84,15.66,47.5,6.56,712.62
991.23,28.43,15.27,44.76,7.74,697.54
991.1,28.85,15.29,43.76,7.56,689.4
991.02,28.53,15.4,44.9,6.63,432.24
990.86,28.29,15.32,45.28,6.81,576.67
990.71,28.45,15.31,44.84,7.06,506.53
990.72,28.49,15.39,44.96,9.42,480.67
990.88,28.02,15.0,45.06,8.04,449.29
991.0,28.29,14.69,43.48,6.26,390.73
991.08,28.37,14.42,42.52,5.31,221.08
991.07,28.16,14.29,42.68,6.39,265.8
991.01,28.33,13.83,41.04,6.67,344.41
990.95,28.75,13.55,39.33,7.14,309.11
990.83,28.88,13.29,38.36,6.22,236.14
990.79,28.79,12.93,37.66,5.53,264.6
990.76,28.98,12.86,37.09,4.63,211.42
990.75,28.95,12.43,36.13,3.79,122.37
990.78,28.52,12.53,37.27,3.36,69.62
990.83,28.21,13.08,39.35,5.19,105.91
990.93,28.11,13.54,40.79,5.16,86.02
990.99,27.91,13.92,42.28,4.5,47.48
991.14,27.74,14.24,43.6,3.63,41.75
991.14,27.57,14.57,44.98,5.63,34.65
991.21,27.44,14.97,46.51,4.34,25.75
991.14,27.35,15.18,47.39,2.98,17.35
991.19,27.16,15.1,47.69,3.44,11.34
991.33,26.96,15.09,48.21,2.26,5.51
991.35,26.64,15.2,49.48,1.07,0.21
991.41,26.47,15.16,49.86,1.4,0.0
991.42,26.43,15.02,49.51,1.09,0.0
991.53,26.21,15.21,50.78,1.74,0.0
991.66,26.04,15.39,51.88,2.29,0.0
991.72,26.02,15.1,51.01,2.71,0.0
991.83,25.98,15.1,51.1,2.68,0.0
992.02,25.21,15.25,54.03,2.5,0.0
991.98,24.78,15.03,54.64,1.44,0.0
992.03,24.63,15.55,57.01,1.87,0.0
992.06,23.95,15.72,60.01,0.65,0.0
992.04,23.89,15.6,59.77,1.8,0.0
992.07,23.88,15.46,59.3,1.75,0.0
992.13,23.67,15.47,60.07,1.74,0.0
992.12,23.52,15.4,60.36,1.29,0.0
992.08,23.39,15.39,60.8,1.4,0.0
992.04,23.29,15.37,61.07,0.8,0.0
992.11,23.21,15.45,61.7,0.51,0.0
992.11,23.01,15.52,62.71,0.76,0.0
992.17,22.24,16.02,67.84,0.89,0.0
992.26,21.8,15.96,69.45,0.71,0.0
992.2,21.85,15.85,68.72,0.35,0.0
992.15,21.82,15.82,68.72,0.97,0.0
992.23,21.45,16.16,71.83,0.96,0.0
992.27,21.05,15.89,72.36,1.32,0.0
992.24,21.12,15.69,71.12,1.14,0.0
992.14,21.32,15.68,70.25,1.38,0.0
992.18,20.82,15.89,73.4,1.52,0.0
992.31,20.08,15.97,77.21,1.64,0.0
992.25,20.1,15.72,75.88,1.53,0.0
992.27,20.28,15.91,76.0,1.34,0.0
992.23,20.38,15.86,75.25,1.15,0.0
992.21,20.29,15.92,75.98,1.42,0.0
992.2,19.87,15.96,78.2,1.84,0.0
992.2,19.52,15.95,79.83,0.87,0.0
992.16,19.33,15.85,80.3,0.7,0.0
992.12,19.24,15.88,80.9,0.7,0.0
992.11,19.29,16.08,81.7,0.79,0.0
992.12,19.36,16.08,81.3,1.01,0.0
992.17,19.2,15.65,79.93,1.57,0.0
992.1,19.13,15.62,80.1,1.77,0.0
992.14,18.91,15.79,82.1,1.24,0.0
992.15,18.7,15.51,81.7,1.05,0.0
992.19,18.64,15.55,82.2,0.48,0.0
992.19,18.49,15.64,83.5,0.92,0.0
992.19,18.26,15.51,84.0,1.74,0.0
992.1,18.35,15.45,83.2,1.71,0.0
992.01,18.3,15.48,83.6,0.59,0.0
991.91,17.89,15.39,85.3,1.14,0.0
991.84,17.55,15.38,87.1,1.25,0.0
991.78,17.57,15.54,87.9,1.61,0.0
991.76,17.55,15.51,87.8,1.12,0.0
991.84,17.39,15.42,88.2,1.96,0.0
991.9,17.26,15.43,89.0,1.96,0.0
992.0,17.13,15.55,90.4,1.27,0.0
992.09,16.98,15.62,91.7,1.93,0.0
992.2,16.7,15.6,93.2,1.83,1.66
992.15,16.61,15.59,93.7,1.25,6.06
992.22,16.63,15.64,93.9,1.4,14.58
992.22,16.75,15.73,93.7,1.01,27.96
992.26,17.23,15.77,91.1,0.88,42.9
992.25,17.51,15.82,89.8,1.34,59.74
992.2,17.65,15.85,89.2,0.63,76.76
992.21,18.04,15.81,86.8,1.38,95.13
992.27,18.23,15.83,85.9,1.34,117.06
992.3,18.23,15.8,85.7,1.18,141.35
992.27,18.52,15.93,84.9,1.34,163.93
992.27,18.99,15.94,82.5,1.48,187.81
992.28,19.38,15.96,80.6,0.95,215.34
992.25,20.0,16.09,78.18,1.15,242.38
992.28,20.44,16.11,76.2,1.46,270.67
992.37,20.6,16.1,75.4,2.07,297.4
992.41,20.75,16.21,75.23,1.67,322.88
992.43,20.98,16.29,74.56,1.44,349.18
992.39,20.9,16.33,75.13,1.14,374.93
992.28,22.02,16.42,70.55,0.98,398.5
992.16,22.95,16.04,65.09,1.69,424.09
992.12,23.63,15.99,62.28,2.01,448.94
992.1,23.93,16.32,62.44,1.57,473.95
992.11,23.97,16.41,62.65,1.88,496.23
992.1,23.84,16.4,63.11,1.72,518.67
992.09,24.55,16.33,60.22,2.07,538.72
992.05,24.55,16.6,61.25,2.71,562.43
992.01,24.44,16.5,61.25,2.94,582.2
991.96,25.08,16.62,59.41,1.92,603.18
991.9,25.76,16.81,57.77,2.0,619.25
991.9,26.14,16.73,56.21,3.45,636.4
991.89,26.69,16.84,54.78,3.01,650.67
991.87,27.21,16.79,52.96,1.81,664.98
991.81,27.79,16.54,50.41,3.11,684.1
991.7,27.88,16.29,49.36,3.96,702.05
991.66,28.26,15.82,46.83,3.3,714.37
991.51,29.1,15.82,44.62,2.29,723.32
991.38,29.41,15.38,42.61,3.74,731.95
991.33,29.71,14.55,39.7,4.65,724.91
991.31,29.68,13.88,38.08,5.61,765.84
991.26,29.73,13.36,36.7,5.81,759.45
991.2,29.51,13.76,38.14,5.19,645.49
991.05,29.78,13.97,38.09,6.44,798.68
991.01,29.78,14.01,38.18,6.2,770.5
990.85,30.26,14.26,37.76,5.11,780.61
990.83,30.39,14.17,37.26,5.62,798.91
990.81,30.35,14.29,37.64,4.62,806.57
990.79,30.38,14.28,37.54,6.01,790.7
990.69,30.81,14.26,36.59,4.16,765.52
990.51,30.92,14.08,35.94,3.11,783.9
990.37,31.04,14.17,35.89,5.18,782.5
990.39,31.15,13.93,35.12,5.52,792.9
990.21,31.32,13.85,34.61,4.3,768.23
990.13,31.19,13.86,34.89,5.04,762.71
989.97,31.31,13.84,34.6,5.58,734.96
989.87,31.85,13.81,33.49,4.98,744.96
989.78,31.8,13.31,32.52,5.18,749.83
